model,year,transmission,mileage,engineSize,fuelType,price
 C Class,2020,Semi-Auto,700,2,Diesel,30500
 C Class,2020,Semi-Auto,100,2,Diesel,30500
 C Class,2016,Semi-Auto,36074,1.6,Diesel,17399
 C Class,2019,Semi-Auto,2277,1.5,Petrol,26799
 C Class,2019,Semi-Auto,9486,2,Diesel,31499
 C Class,2019,Semi-Auto,10597,1.5,Petrol,25249
 C Class,2019,Semi-Auto,2570,2,Diesel,31999
 C Class,2019,Semi-Auto,5789,2,Diesel,28999
 C Class,2019,Semi-Auto,4606,2,Diesel,28999
 C Class,2019,Semi-Auto,14029,1.5,Petrol,20299
 C Class,2019,Semi-Auto,14481,1.5,Petrol,20249
 C Class,2019,Semi-Auto,8597,1.5,Petrol,25549
 C Class,2019,Semi-Auto,14536,1.5,Petrol,19749
 C Class,2019,Semi-Auto,3696,2,Petrol,26249
 C Class,2019,Semi-Auto,11242,2,Diesel,29199
 C Class,2019,Semi-Auto,2086,1.5,Petrol,35199
 C Class,2019,Semi-Auto,1714,1.5,Petrol,27699
 C Class,2019,Automatic,1000,2,Diesel,32549
 C Class,2019,Automatic,3268,2,Petrol,33199
 C Class,2019,Semi-Auto,4793,1.6,Diesel,26799
 C Class,2019,Semi-Auto,4292,1.5,Petrol,25199
 C Class,2019,Semi-Auto,5910,1.6,Petrol,25199
 C Class,2019,Automatic,5307,1.6,Diesel,27699
 C Class,2019,Semi-Auto,5831,2,Petrol,30999
 C Class,2019,Semi-Auto,7521,1.5,Petrol,25699
 C Class,2019,Semi-Auto,1839,1.5,Petrol,25389
 C Class,2019,Semi-Auto,2758,2,Petrol,29299
 C Class,2019,Semi-Auto,11300,3,Petrol,40649
 C Class,2015,Semi-Auto,21539,2.1,Diesel,16199
 C Class,2019,Semi-Auto,7749,3,Petrol,40749
 C Class,2019,Semi-Auto,283,1.6,Petrol,29399
 C Class,2017,Semi-Auto,18804,4,Petrol,42299
 C Class,2019,Semi-Auto,3668,3,Petrol,38699
 C Class,2019,Semi-Auto,1000,2,Petrol,33599
 C Class,2019,Automatic,5098,1.5,Petrol,24299
 C Class,2019,Automatic,2584,1.6,Diesel,27299
 C Class,2019,Automatic,4842,1.5,Petrol,31199
 C Class,2019,Semi-Auto,1000,1.5,Petrol,34039
 C Class,2019,Automatic,5415,2,Petrol,32399
 C Class,2019,Semi-Auto,1000,2,Diesel,38289
 C Class,2019,Automatic,1000,2,Diesel,33719
 C Class,2019,Automatic,1000,2,Diesel,32069
 C Class,2019,Automatic,1000,2,Diesel,30759
 C Class,2019,Semi-Auto,4388,1.5,Petrol,31899
 C Class,2019,Semi-Auto,3624,2,Diesel,31499
 C Class,2018,Automatic,8724,1.5,Petrol,23249
 C Class,2018,Automatic,11124,1.5,Petrol,22899
 C Class,2016,Semi-Auto,38265,2.1,Diesel,18699
 C Class,2019,Semi-Auto,1488,2,Diesel,30499
 C Class,2019,Automatic,7621,2,Diesel,28589
 C Class,2019,Semi-Auto,6618,2,Diesel,31499
 C Class,2019,Automatic,6012,1.5,Petrol,29799
 C Class,2019,Semi-Auto,8545,2,Diesel,29399
 C Class,2019,Semi-Auto,10785,2,Diesel,26249
 C Class,2019,Semi-Auto,14272,1.5,Petrol,19799
 C Class,2019,Semi-Auto,2011,2,Petrol,30049
 C Class,2019,Semi-Auto,15499,1.5,Petrol,23849
 C Class,2019,Semi-Auto,13243,2,Diesel,20549
 C Class,2016,Semi-Auto,33456,2.1,Diesel,18349
 C Class,2019,Semi-Auto,2838,2,Petrol,34499
 C Class,2019,Semi-Auto,5012,1.6,Diesel,27699
 C Class,2019,Semi-Auto,14507,1.5,Petrol,23799
 C Class,2018,Automatic,10577,1.5,Petrol,22949
 C Class,2018,Automatic,7322,2,Diesel,27449
 C Class,2019,Semi-Auto,11151,1.5,Petrol,25899
 C Class,2019,Semi-Auto,13070,2,Diesel,20999
 C Class,2019,Semi-Auto,8714,2,Diesel,26999
 C Class,2019,Semi-Auto,11576,2,Diesel,29799
 C Class,2019,Semi-Auto,9172,1.5,Petrol,25349
 C Class,2019,Semi-Auto,14593,2,Diesel,20699
 C Class,2016,Semi-Auto,35459,2.1,Diesel,16499
 C Class,2020,Semi-Auto,1000,3,Petrol,48879
 C Class,2019,Semi-Auto,9800,3,Petrol,36199
 C Class,2019,Semi-Auto,2303,2,Petrol,29849
 C Class,2019,Semi-Auto,11842,1.5,Petrol,24999
 C Class,2019,Semi-Auto,8108,1.5,Petrol,25649
 C Class,2019,Semi-Auto,15184,1.5,Petrol,25149
 C Class,2019,Semi-Auto,9785,1.5,Petrol,26049
 C Class,2019,Semi-Auto,12972,2,Diesel,29249
 C Class,2019,Semi-Auto,9426,2,Diesel,30499
 C Class,2019,Semi-Auto,3723,2,Diesel,31699
 C Class,2019,Semi-Auto,14874,2,Diesel,25549
 C Class,2019,Semi-Auto,19484,2,Diesel,24799
 C Class,2019,Semi-Auto,1000,1.6,Diesel,31779
 C Class,2019,Semi-Auto,1023,1.5,Petrol,35499
 C Class,2019,Semi-Auto,1733,2,Diesel,31899
 C Class,2019,Semi-Auto,7027,2,Petrol,29099
 C Class,2019,Semi-Auto,5856,2,Diesel,25199
 C Class,2019,Semi-Auto,100,2,Diesel,35299
 C Class,2019,Semi-Auto,2008,1.5,Petrol,32399
 C Class,2019,Semi-Auto,1906,1.5,Petrol,29699
 C Class,2019,Semi-Auto,630,4,Petrol,66699
 C Class,2019,Semi-Auto,124,2,Petrol,36599
 C Class,2019,Semi-Auto,2200,2,Diesel,33699
 C Class,2019,Semi-Auto,358,3,Petrol,49499
 C Class,2020,Semi-Auto,1000,1.6,Diesel,33469
 C Class,2013,Automatic,23790,2.1,Diesel,12999
 C Class,2016,Semi-Auto,17807,2,Petrol,19999
 C Class,2019,Semi-Auto,13636,1.5,Petrol,25399
 C Class,2019,Semi-Auto,8588,1.5,Petrol,26249
 C Class,2019,Semi-Auto,10918,1.5,Petrol,20249
 C Class,2019,Semi-Auto,14085,1.5,Petrol,19849
 C Class,2019,Semi-Auto,12187,1.5,Petrol,25599
 C Class,2019,Semi-Auto,13012,1.5,Petrol,24799
 C Class,2019,Semi-Auto,12999,1.5,Petrol,24799
 C Class,2017,Semi-Auto,5376,3,Petrol,37199
 C Class,2016,Semi-Auto,22000,2.1,Diesel,18349
 C Class,2019,Semi-Auto,5926,2,Diesel,27199
 C Class,2019,Semi-Auto,1768,2,Diesel,29249
 C Class,2018,Semi-Auto,15998,2.1,Diesel,17999
 C Class,2019,Semi-Auto,15238,2,Diesel,25199
 C Class,2019,Semi-Auto,10,2,Diesel,29749
 C Class,2019,Semi-Auto,7351,3,Petrol,43049
 C Class,2019,Semi-Auto,8315,3,Petrol,41949
 C Class,2019,Semi-Auto,11130,3,Petrol,40649
 C Class,2016,Semi-Auto,20801,2.1,Diesel,21999
 C Class,2017,Semi-Auto,26514,2.1,Diesel,17890
 C Class,2019,Semi-Auto,3085,2,Petrol,29427
 C Class,2019,Semi-Auto,8070,2,Petrol,27690
 C Class,2020,Semi-Auto,2406,1.5,Petrol,33800
 C Class,2020,Semi-Auto,99,2,Diesel,29990
 C Class,2020,Semi-Auto,99,2,Diesel,33990
 C Class,2019,Semi-Auto,9809,2,Diesel,29000
 C Class,2019,Semi-Auto,4589,2,Diesel,30200
 C Class,2019,Semi-Auto,7165,2,Diesel,30132
 C Class,2019,Semi-Auto,8750,2,Diesel,30000
 C Class,2019,Semi-Auto,1000,2,Petrol,33599
 C Class,2019,Semi-Auto,1000,2,Diesel,31999
 C Class,2019,Semi-Auto,2014,2,Diesel,33799
 C Class,2015,Semi-Auto,35000,2.1,Diesel,15991
 C Class,2017,Semi-Auto,76982,2,Hybrid,14990
 C Class,2019,Semi-Auto,9625,1.5,Petrol,25900
 C Class,2016,Semi-Auto,25726,2.1,Diesel,20890
 C Class,2018,Semi-Auto,19800,2,Petrol,26000
 C Class,2017,Semi-Auto,9714,2.1,Diesel,25490
 C Class,2019,Semi-Auto,14627,1.5,Petrol,23000
 C Class,2019,Semi-Auto,9163,1.5,Petrol,26299
 C Class,2019,Semi-Auto,13591,1.5,Petrol,19999
 C Class,2019,Semi-Auto,4208,2,Diesel,29399
 C Class,2014,Semi-Auto,39501,2.1,Diesel,14999
 C Class,2014,Semi-Auto,28000,1.6,Petrol,11999
 C Class,2019,Semi-Auto,3585,1.5,Petrol,25399
 C Class,2019,Semi-Auto,13356,2,Diesel,20799
 C Class,2019,Semi-Auto,14375,2,Diesel,20299
 C Class,2019,Semi-Auto,14085,1.5,Petrol,19849
 C Class,2019,Semi-Auto,2000,1.5,Petrol,26899
 C Class,2019,Semi-Auto,7163,2,Diesel,30399
 C Class,2019,Semi-Auto,3553,2,Petrol,26399
 C Class,2019,Semi-Auto,4040,1.5,Petrol,24699
 C Class,2019,Semi-Auto,1000,2,Diesel,32069
 C Class,2019,Semi-Auto,4504,2,Petrol,30599
 C Class,2019,Semi-Auto,5136,1.6,Diesel,28799
 C Class,2019,Semi-Auto,4701,1.6,Diesel,30099
 C Class,2019,Semi-Auto,1000,2,Diesel,32429
 C Class,2019,Semi-Auto,2679,2,Diesel,33599
 C Class,2018,Semi-Auto,11961,2.1,Diesel,25949
 C Class,2019,Semi-Auto,7224,2,Diesel,29399
 C Class,2019,Semi-Auto,2365,2,Diesel,32049
 C Class,2018,Semi-Auto,17000,2.1,Diesel,23149
 C Class,2019,Semi-Auto,4938,2,Diesel,28999
 C Class,2014,Semi-Auto,47399,2.1,Diesel,14299
 C Class,2019,Semi-Auto,2000,1.5,Petrol,25389
 C Class,2019,Semi-Auto,2000,1.5,Petrol,25389
 C Class,2019,Semi-Auto,2000,1.5,Petrol,24389
 C Class,2019,Semi-Auto,2000,1.5,Petrol,26899
 C Class,2019,Semi-Auto,2000,2,Petrol,30749
 C Class,2019,Semi-Auto,9883,2,Diesel,20999
 C Class,2018,Semi-Auto,13924,1.5,Petrol,18899
 C Class,2019,Semi-Auto,1000,1.5,Petrol,34579
 C Class,2015,Semi-Auto,21019,2.1,Diesel,17399
 C Class,2017,Semi-Auto,21210,2.1,Diesel,24999
 C Class,2019,Semi-Auto,5433,1.5,Petrol,26099
 C Class,2017,Semi-Auto,34301,2.1,Diesel,15999
 C Class,2019,Semi-Auto,2924,2,Diesel,30099
 C Class,2019,Semi-Auto,4284,2,Diesel,30299
 C Class,2019,Semi-Auto,10260,1.5,Petrol,25399
 C Class,2019,Semi-Auto,8912,2,Diesel,26599
 C Class,2019,Semi-Auto,13280,1.5,Petrol,25449
 C Class,2019,Semi-Auto,11793,1.5,Petrol,25699
 C Class,2019,Semi-Auto,14271,1.5,Petrol,20299
 C Class,2019,Semi-Auto,8208,2,Diesel,29949
 C Class,2019,Semi-Auto,13181,1.5,Petrol,20449
 C Class,2019,Semi-Auto,14995,2,Diesel,25549
 C Class,2019,Semi-Auto,9687,1.5,Petrol,25349
 C Class,2019,Semi-Auto,6519,2,Petrol,28300
 C Class,2019,Semi-Auto,11549,2,Petrol,28000
 C Class,2019,Semi-Auto,3116,2,Petrol,28800
 C Class,2019,Semi-Auto,4650,2,Petrol,29000
 C Class,2019,Semi-Auto,481,1.5,Petrol,25000
 C Class,2019,Semi-Auto,2198,1.5,Petrol,29000
 C Class,2019,Semi-Auto,5339,3,Petrol,41000
 C Class,2019,Semi-Auto,5104,2,Diesel,31450
 C Class,2019,Semi-Auto,7000,2,Diesel,31500
 C Class,2016,Automatic,53065,2.1,Diesel,13000
 C Class,2019,Semi-Auto,4004,1.5,Petrol,25299
 C Class,2019,Semi-Auto,2648,1.5,Petrol,25599
 C Class,2019,Semi-Auto,12961,1.5,Petrol,26599
 C Class,2019,Semi-Auto,20001,2,Diesel,28099
 C Class,2019,Semi-Auto,9905,2,Diesel,24599
 C Class,2019,Semi-Auto,5917,2,Diesel,27349
 C Class,2019,Semi-Auto,5071,2,Diesel,29549
 C Class,2019,Semi-Auto,7193,2,Petrol,29999
 C Class,2019,Semi-Auto,8123,2,Diesel,29399
 C Class,2018,Automatic,7317,1.5,Petrol,25999
 C Class,2019,Semi-Auto,8370,3,Petrol,41099
 C Class,2017,Automatic,17030,2.1,Diesel,24000
 C Class,2014,Semi-Auto,27032,2.1,Diesel,16450
 C Class,2017,Semi-Auto,27959,2,Petrol,19750
 C Class,2019,Automatic,5072,4,Petrol,52000
 C Class,2016,Semi-Auto,6605,2,Petrol,20299
 C Class,2016,Semi-Auto,33028,2.1,Diesel,21600
 C Class,2019,Semi-Auto,2192,1.5,Petrol,27750
 C Class,2019,Semi-Auto,9174,1.5,Petrol,24600
 C Class,2019,Semi-Auto,12944,2,Diesel,24700
 C Class,2018,Semi-Auto,11439,1.5,Petrol,22000
 C Class,2019,Semi-Auto,2827,1.5,Petrol,24500
 C Class,2019,Semi-Auto,4000,1.6,Diesel,30300
 C Class,2019,Semi-Auto,10996,1.5,Petrol,25799
 C Class,2019,Semi-Auto,15096,2,Diesel,28499
 C Class,2019,Semi-Auto,8601,2,Diesel,29899
 C Class,2017,Semi-Auto,19119,2,Hybrid,20749
 C Class,2016,Semi-Auto,20000,3,Petrol,29189
 C Class,2016,Semi-Auto,23077,2.1,Diesel,18449
 C Class,2017,Semi-Auto,18346,2.1,Diesel,20700
 C Class,2017,Semi-Auto,35707,2.1,Diesel,19350
 C Class,2019,Semi-Auto,15026,2,Diesel,28000
 C Class,2019,Semi-Auto,95,4,Petrol,62199
 C Class,2019,Semi-Auto,1604,2,Petrol,33699
 C Class,2019,Semi-Auto,6783,1.5,Petrol,24699
 C Class,2018,Semi-Auto,19656,2,Diesel,22549
 C Class,2019,Semi-Auto,12321,2,Diesel,24299
 C Class,2019,Semi-Auto,5230,2,Diesel,29699
 C Class,2019,Semi-Auto,8447,2,Diesel,29899
 C Class,2019,Semi-Auto,13044,2,Diesel,25699
 C Class,2019,Semi-Auto,1615,4,Petrol,69399
 C Class,2019,Semi-Auto,4456,1.5,Petrol,29199
 C Class,2019,Semi-Auto,4300,1.5,Petrol,31899
 C Class,2019,Semi-Auto,7635,3,Petrol,45199
 C Class,2019,Semi-Auto,1000,2,Petrol,33599
 C Class,2019,Manual,1000,1.6,Petrol,23879
 C Class,2019,Manual,1000,1.6,Petrol,23879
 C Class,2019,Manual,712,1.6,Petrol,23499
 C Class,2019,Manual,4387,1.6,Petrol,22899
 C Class,2019,Manual,1617,1.6,Petrol,23299
 C Class,2019,Semi-Auto,1357,1.5,Petrol,29199
 C Class,2019,Semi-Auto,3938,2,Diesel,34299
 C Class,2016,Semi-Auto,11017,2.1,Diesel,20449
 C Class,2017,Semi-Auto,20604,2.1,Diesel,23899
 C Class,2019,Semi-Auto,724,2,Diesel,32099
 C Class,2019,Semi-Auto,4070,2,Diesel,34449
 C Class,2019,Semi-Auto,13755,2,Diesel,20449
 C Class,2019,Semi-Auto,13910,1.5,Petrol,20349
 C Class,2018,Semi-Auto,7661,2,Diesel,28499
 C Class,2019,Semi-Auto,14959,2,Diesel,22899
 C Class,2019,Semi-Auto,5979,2,Petrol,29299
 C Class,2019,Semi-Auto,7942,2,Diesel,30899
 C Class,2019,Semi-Auto,1000,1.5,Petrol,25799
 C Class,2019,Semi-Auto,3342,1.5,Petrol,23399
 C Class,2019,Semi-Auto,2985,1.5,Petrol,32199
 C Class,2019,Semi-Auto,4272,2,Petrol,30599
 C Class,2019,Semi-Auto,6765,1.5,Petrol,25899
 C Class,2019,Semi-Auto,5107,1.5,Petrol,28500
 C Class,2019,Semi-Auto,12722,2,Diesel,25949
 C Class,2019,Semi-Auto,15414,2,Diesel,25499
 C Class,2019,Semi-Auto,2000,2,Diesel,33299
 C Class,2018,Semi-Auto,3150,2,Diesel,27299
 C Class,2019,Semi-Auto,1000,2,Diesel,31609
 C Class,2019,Semi-Auto,9231,2,Diesel,28000
 C Class,2019,Semi-Auto,15004,2,Diesel,24450
 C Class,2018,Semi-Auto,11150,2.1,Diesel,25000
 C Class,2018,Automatic,11048,2.1,Diesel,25000
 C Class,2019,Semi-Auto,8023,3,Petrol,44000
 C Class,2019,Semi-Auto,10000,1.6,Diesel,25000
 C Class,2019,Semi-Auto,9200,1.5,Petrol,24500
 C Class,2019,Semi-Auto,3000,1.6,Diesel,26500
 C Class,2019,Semi-Auto,100,2,Diesel,31400
 C Class,2017,Semi-Auto,27573,2.1,Diesel,18510
 C Class,2015,Semi-Auto,15566,2,Petrol,17999
 C Class,2019,Semi-Auto,2616,3,Petrol,35499
 C Class,2019,Semi-Auto,2456,2,Diesel,30199
 C Class,2019,Semi-Auto,1000,2,Diesel,31609
 C Class,2019,Semi-Auto,3325,1.6,Diesel,27499
 C Class,2019,Semi-Auto,1000,1.5,Petrol,34579
 C Class,2019,Semi-Auto,1000,2,Diesel,35539
 C Class,2019,Semi-Auto,1000,4,Petrol,60859
 C Class,2016,Semi-Auto,21603,2,Petrol,18624
 C Class,2017,Semi-Auto,41045,3,Petrol,28624
 C Class,2019,Semi-Auto,11470,3,Petrol,41949
 C Class,2019,Semi-Auto,13193,1.5,Petrol,25449
 C Class,2019,Semi-Auto,14658,1.5,Petrol,23949
 C Class,2019,Semi-Auto,23185,1.5,Petrol,22699
 C Class,2019,Semi-Auto,13977,1.5,Petrol,19849
 C Class,2019,Semi-Auto,11784,1.5,Petrol,20149
 C Class,2019,Semi-Auto,13347,1.5,Petrol,19899
 C Class,2019,Semi-Auto,10201,1.5,Petrol,25949
 C Class,2019,Semi-Auto,13359,1.5,Petrol,19899
 C Class,2019,Semi-Auto,11761,1.5,Petrol,20149
 C Class,2019,Semi-Auto,11056,1.5,Petrol,25799
 C Class,2019,Semi-Auto,13865,2,Diesel,20449
 C Class,2018,Semi-Auto,5437,1.5,Petrol,22549
 C Class,2018,Semi-Auto,14731,1.5,Petrol,18799
 C Class,2016,Semi-Auto,23077,2.1,Diesel,18449
 C Class,2019,Semi-Auto,6330,1.5,Petrol,24999
 C Class,2019,Semi-Auto,4979,2,Petrol,31199
 C Class,2016,Semi-Auto,28984,2.1,Diesel,17999
 C Class,2019,Semi-Auto,14642,1.5,Petrol,24549
 C Class,2019,Semi-Auto,13469,2,Diesel,24399
 C Class,2016,Automatic,18500,2.1,Diesel,17491
 C Class,2019,Automatic,3000,1.5,Petrol,28995
 C Class,2019,Semi-Auto,14730,1.5,Petrol,19749
 C Class,2019,Semi-Auto,16884,2,Diesel,28400
 C Class,2018,Semi-Auto,10998,1.5,Petrol,22000
 C Class,2019,Semi-Auto,6040,2,Petrol,28359
 C Class,2019,Semi-Auto,1999,2,Petrol,28000
 C Class,2019,Semi-Auto,3615,3,Petrol,41400
 C Class,2019,Semi-Auto,4000,1.5,Petrol,28700
 C Class,2019,Semi-Auto,10648,2,Petrol,28000
 C Class,2020,Semi-Auto,100,2,Diesel,30500
 C Class,2019,Semi-Auto,7075,2,Diesel,28589
 C Class,2019,Semi-Auto,3762,1.6,Diesel,26589
 C Class,2019,Semi-Auto,7411,3,Petrol,37899
 C Class,2019,Semi-Auto,6565,2,Diesel,28949
 C Class,2018,Semi-Auto,8942,1.5,Petrol,23199
 C Class,2019,Semi-Auto,8947,2,Diesel,30799
 C Class,2019,Semi-Auto,12546,2,Diesel,24299
 C Class,2019,Semi-Auto,9914,2,Diesel,30699
 C Class,2018,Semi-Auto,6449,2,Diesel,28749
 C Class,2019,Semi-Auto,14,2,Petrol,30995
 C Class,2019,Semi-Auto,21,2,Diesel,29995
 C Class,2019,Semi-Auto,22,2,Diesel,29995
 C Class,2019,Semi-Auto,13,2,Diesel,29995
 C Class,2019,Automatic,14,2,Petrol,29995
 C Class,2018,Automatic,8962,2,Diesel,28374
 C Class,2016,Automatic,11891,3,Petrol,31995
 C Class,2016,Semi-Auto,10271,2,Petrol,22624
 C Class,2020,Semi-Auto,328,1.5,Petrol,39995
 C Class,2019,Automatic,6959,2,Diesel,30995
 C Class,2020,Semi-Auto,1000,2,Diesel,39309
 C Class,2016,Semi-Auto,27416,4,Petrol,36399
 C Class,2019,Semi-Auto,4378,2,Diesel,32899
 C Class,2019,Semi-Auto,2838,2,Petrol,33299
 C Class,2019,Semi-Auto,6033,2,Petrol,34099
 C Class,2019,Semi-Auto,1126,2,Diesel,30499
 C Class,2019,Semi-Auto,4000,1.5,Petrol,26599
 C Class,2019,Automatic,3000,1.5,Petrol,28491
 C Class,2014,Manual,23000,2,Petrol,14491
 C Class,2017,Automatic,7100,4,Petrol,42991
 C Class,2016,Automatic,18900,4,Petrol,35991
 C Class,2016,Semi-Auto,41000,2.1,Diesel,16695
 C Class,2015,Semi-Auto,41590,2,Petrol,14490
 C Class,2019,Semi-Auto,10545,1.5,Petrol,24724
 C Class,2019,Semi-Auto,37,2,Petrol,31995
 C Class,2020,Semi-Auto,999,2,Diesel,30500
 C Class,2018,Semi-Auto,7011,3,Petrol,39000
 C Class,2016,Semi-Auto,41758,2,Hybrid,17500
 C Class,2018,Semi-Auto,41650,2.1,Diesel,15999
 C Class,2019,Semi-Auto,13624,1.5,Petrol,25599
 C Class,2019,Semi-Auto,13109,2,Diesel,29999
 C Class,2019,Semi-Auto,2230,2,Diesel,30299
 C Class,2018,Semi-Auto,13440,2,Diesel,25299
 C Class,2019,Semi-Auto,13633,1.5,Petrol,19899
 C Class,2019,Semi-Auto,14017,1.5,Petrol,19849
 C Class,2019,Semi-Auto,4535,1.5,Petrol,21099
 C Class,2020,Semi-Auto,199,2,Diesel,30500
 C Class,2019,Semi-Auto,6605,2,Diesel,29950
 C Class,2019,Semi-Auto,7610,2,Diesel,29500
 C Class,2019,Semi-Auto,7098,2,Diesel,30500
 C Class,2019,Semi-Auto,3180,2,Diesel,30500
 C Class,2015,Semi-Auto,43348,2.1,Diesel,15250
 C Class,2014,Semi-Auto,39802,2.1,Diesel,10995
 C Class,2016,Automatic,27500,2,Petrol,23991
 C Class,2018,Automatic,9000,3,Petrol,39991
 C Class,2019,Automatic,7264,2,Diesel,30799
 C Class,2019,Automatic,4542,2,Diesel,29699
 C Class,2019,Automatic,1864,1.5,Petrol,28499
 C Class,2019,Semi-Auto,13237,1.5,Petrol,26299
 C Class,2018,Semi-Auto,6812,2,Diesel,24199
 C Class,2019,Semi-Auto,13197,1.5,Petrol,25449
 C Class,2019,Semi-Auto,14074,1.5,Petrol,19849
 C Class,2019,Semi-Auto,14401,1.5,Petrol,19799
 C Class,2019,Semi-Auto,10544,1.5,Petrol,25349
 C Class,2019,Semi-Auto,5000,1.5,Petrol,24849
 C Class,2017,Semi-Auto,6600,2,Petrol,25999
 C Class,2018,Automatic,12000,1.5,Petrol,22991
 C Class,2016,Semi-Auto,24137,2,Petrol,19999
 C Class,2019,Semi-Auto,14184,1.5,Petrol,20299
 C Class,2019,Semi-Auto,14012,1.5,Petrol,20349
 C Class,2019,Semi-Auto,11561,2,Diesel,29349
 C Class,2019,Semi-Auto,10299,2,Diesel,26349
 C Class,2019,Semi-Auto,3076,3,Petrol,42099
 C Class,2019,Semi-Auto,10977,1.5,Petrol,25849
 C Class,2019,Semi-Auto,9728,1.5,Petrol,25349
 C Class,2019,Semi-Auto,14422,1.5,Petrol,19799
 C Class,2019,Semi-Auto,15175,2,Diesel,25499
 C Class,2018,Semi-Auto,9252,2,Diesel,28199
 C Class,2019,Manual,551,1.6,Petrol,23879
 C Class,2019,Semi-Auto,5088,1.5,Petrol,29099
 C Class,2019,Semi-Auto,1000,1.5,Petrol,34579
 C Class,2019,Semi-Auto,1000,2,Diesel,36999
 C Class,2019,Semi-Auto,1000,2,Diesel,33789
 C Class,2015,Semi-Auto,19039,2.1,Diesel,17749
 C Class,2017,Semi-Auto,31727,2.1,Diesel,18999
 C Class,2019,Semi-Auto,13157,1.5,Petrol,25149
 C Class,2019,Semi-Auto,13334,1.5,Petrol,20399
 C Class,2019,Semi-Auto,438,2,Petrol,30349
 C Class,2016,Semi-Auto,45557,2.1,Diesel,17849
 C Class,2017,Semi-Auto,44998,2.1,Diesel,22449
 C Class,2016,Semi-Auto,66500,2.1,Diesel,17299
 C Class,2016,Semi-Auto,21040,1.6,Diesel,17999
 C Class,2019,Semi-Auto,15195,2,Diesel,25999
 C Class,2019,Semi-Auto,3251,2,Diesel,27799
 C Class,2019,Automatic,3070,1.6,Diesel,26589
 C Class,2018,Automatic,9136,1.5,Petrol,23199
 C Class,2019,Semi-Auto,14005,2,Diesel,20449
 C Class,2018,Automatic,9366,2.1,Diesel,26199
 C Class,2018,Semi-Auto,13053,2,Diesel,19599
 C Class,2019,Semi-Auto,15458,2,Diesel,23289
 C Class,2019,Automatic,6612,1.5,Petrol,25399
 C Class,2019,Semi-Auto,1000,1.5,Petrol,27299
 C Class,2018,Semi-Auto,5234,2,Diesel,28699
 C Class,2019,Semi-Auto,1000,2,Diesel,31609
 C Class,2019,Semi-Auto,5500,2,Petrol,26699
 C Class,2016,Automatic,30385,2.1,Diesel,24799
 C Class,2019,Semi-Auto,3780,2,Petrol,27199
 C Class,2019,Semi-Auto,10037,2.1,Diesel,20699
 C Class,2017,Semi-Auto,7978,2.1,Diesel,23699
 C Class,2018,Semi-Auto,2684,1.5,Petrol,21449
 C Class,2019,Semi-Auto,8473,2,Diesel,30849
 C Class,2019,Semi-Auto,9962,3,Petrol,46999
 C Class,2019,Semi-Auto,10452,2,Diesel,28199
 C Class,2019,Semi-Auto,1211,1.6,Diesel,27499
 C Class,2019,Semi-Auto,2905,2,Diesel,29299
 C Class,2016,Automatic,17000,2.1,Diesel,19799
 C Class,2016,Semi-Auto,15000,2.1,Diesel,20399
 C Class,2018,Semi-Auto,3640,2,Petrol,23799
 C Class,2019,Semi-Auto,3358,2,Diesel,31699
 C Class,2019,Semi-Auto,7031,2,Diesel,30799
 C Class,2019,Semi-Auto,4885,2,Diesel,31199
 C Class,2019,Semi-Auto,3435,1.5,Petrol,34799
 C Class,2019,Semi-Auto,1282,4,Petrol,68399
 C Class,2019,Automatic,1000,2,Diesel,31529
 C Class,2019,Automatic,1000,1.5,Petrol,35049
 C Class,2019,Automatic,1000,2,Diesel,38289
 C Class,2019,Automatic,1000,1.5,Petrol,32289
 C Class,2019,Automatic,1000,2,Diesel,32069
 C Class,2019,Automatic,1000,2,Diesel,32069
 C Class,2019,Automatic,7478,2,Diesel,30299
 C Class,2019,Automatic,544,4,Petrol,67699
 C Class,2019,Semi-Auto,1273,1.5,Petrol,35399
 C Class,2019,Automatic,1446,1.5,Petrol,24849
 C Class,2019,Automatic,428,1.5,Petrol,24789
 C Class,2019,Automatic,8628,3,Petrol,39299
 C Class,2019,Automatic,3400,1.6,Petrol,25099
 C Class,2019,Automatic,754,1.5,Petrol,27199
 C Class,2019,Automatic,3816,1.5,Petrol,23399
 C Class,2019,Automatic,3435,2,Diesel,31199
 C Class,2019,Semi-Auto,1000,2,Diesel,32069
 C Class,2019,Semi-Auto,1000,2,Diesel,30919
 C Class,2019,Semi-Auto,1000,1.5,Petrol,25799
 C Class,2016,Semi-Auto,22000,4,Petrol,38349
 C Class,2019,Semi-Auto,1000,3,Petrol,49499
 C Class,2019,Semi-Auto,1000,3,Petrol,49669
 C Class,2018,Semi-Auto,31122,2.1,Diesel,18399
 C Class,2019,Semi-Auto,4631,2,Diesel,31299
 C Class,2019,Semi-Auto,2983,2,Diesel,33599
 C Class,2017,Semi-Auto,10745,2.1,Diesel,20349
 C Class,2019,Semi-Auto,3353,2,Diesel,34399
 C Class,2019,Semi-Auto,2671,1.6,Diesel,30099
 C Class,2019,Semi-Auto,1000,1.5,Petrol,31519
 C Class,2016,Semi-Auto,38500,2,Petrol,19799
 C Class,2018,Semi-Auto,17788,3,Petrol,29999
 C Class,2018,Semi-Auto,7466,2,Petrol,26799
 C Class,2020,Semi-Auto,1000,2,Petrol,36209
 C Class,2017,Semi-Auto,38085,2.1,Diesel,14549
